journal_name;area
Cosmos and History;SSH
COSPAR Colloquia Series;PS
COSSMA;PS
Cost & quality : CQ;HS
Cost & quality quarterly journal : CQ;HS
Cost Effectiveness and Resource Allocation;HS
Cost Engineering (Morgantown, West Virginia);PS
Costume;SSH
Cotinga;LS
Cough;HS
Counseling and Values;SSH
Counseling Outcome Research and Evaluation;SSH
Counseling Psychologist;SSH
Counseling Psychology and Psychotherapy;SSH
Counselling and Psychotherapy Research;SSH & HS
Counselling Psychology Quarterly;SSH & HS
Counselling Psychology Review;SSH & HS
Counselor Education and Supervision;SSH
CounterText;SSH
Couple and Family Psychology: Research and Practice;SSH
Coupled Systems Mechanics;PS
Courrier des Pays de l'Est;SSH
Cours specialises;SSH & PS
Courses and Lectures - International Centre for Mechanical Sciences;PS
Court Historian;SSH
CPD Anaesthesia;HS
CPD Bulletin Cellular Pathology;HS
CPD Bulletin Clinical Biochemistry;LS
CPD Bulletin Immunology and Allergy;HS
CPD Bulletin Neurology;HS
CPD Bulletin Old Age Psychiatry;LS & HS
CPD Bulletin Psychiatry;HS
CPD Infection;HS
CPD Journal Acute Medicine;HS
CPD Journal Internal Medicine;HS
CPD Journal Radiology Update;HS
CPD Rheumatology;HS
CPT: Pharmacometrics and Systems Pharmacology;PS & HS
CR: The New Centennial Review;SSH
Cracow Indological Studies;SSH
Craft Research;SSH
Crafts;SSH & PS
Cranio - Journal of Craniomandibular Practice;HS
Craniomaxillofacial Trauma and Reconstruction;HS
CRC Critical Reviews in Analytical Chemistry;PS
CRC critical reviews in clinical laboratory sciences;HS
CRC Critical Reviews in Clinical Neurobiology;LS & HS
CRC critical reviews in clinical radiology and nuclear medicine;HS
CRC Critical Reviews in Food Science and Nutrition;HS
CRC Critical Reviews in Food Technology;LS & PS
CRC Critical reviews in immunology;HS
CRC Critical Reviews in Solid State Sciences;PS
CRC critical reviews in toxicology;HS
CRC Reports;PS
Creative Industries Journal;SSH
Creative Nursing;HS
Creativity;SSH
Creativity and Innovation Management;SSH
Creativity Research Journal;SSH
Creativity Studies;SSH
Credit and Capital Markets;SSH
Creighton law review;HS
Crescent Journal of Medical and Biological Sciences;LS
Cretaceous Research;PS
Crime and Delinquency;SSH & HS
Crime and Justice;SSH
Crime Prevention and Community Safety;SSH
Crime Psychology Review;SSH
Crime Science;SSH
Crime, Law and Social Change;SSH & HS
Crime, Media, Culture;SSH
Criminal Behaviour and Mental Health;SSH & HS
Criminal Justice;SSH
Criminal Justice and Behavior;SSH & HS
Criminal Justice Ethics;SSH
Criminal Justice Matters;SSH
Criminal Justice Policy Review;SSH
Criminal Justice Review;SSH
Criminal Justice Studies;SSH
Criminal Law and Philosophy;SSH
Criminal Law Forum;SSH
Criminal Law Review;SSH & HS
Criminologie;SSH
Criminology;SSH & HS
Criminology & Public Policy;SSH
Criminology and Criminal Justice;SSH
Criminology Journal of Baikal National University of Economics and Law;SSH
Criminology, Criminal Justice, Law and Society;SSH
Crisis;HS
Crisis Intervention and Time-Limited Treatment;SSH
CRISPR Journal;LS
Cristianesimo nella Storia;SSH
Critica d'Arte;SSH
Critica del Testo;SSH
Critica Hispanica;SSH
Critica Letteraria;SSH
Critical African Studies;SSH
Critical and Creative Thinking;SSH
Critical and Radical Social Work;SSH
Critical Arts;SSH
Critical Asian Studies;SSH
Critical Care;HS
Critical Care and Resuscitation;HS
Critical Care and Shock;HS
Critical Care Clinics;HS
Critical Care Medicine;HS
Critical Care Nurse;HS
Critical Care Nursing Clinics of North America;HS
Critical Care Nursing Quarterly;HS
Critical Care Quarterly;HS
Critical Care Research and Practice;HS
Critical Criminological Perspectives;SSH
Critical Criminology;SSH
Critical Discourse Studies;SSH
Critical Finance Review;SSH
Critical Historical Studies;SSH
Critical Horizons;SSH
Critical Housing Analysis;SSH
Critical Inquiry;SSH
Critical Inquiry in Language Studies;SSH
Critical Ischaemia;HS
Critical Military Studies;SSH
Critical Path AIDS project;HS
Critical Pathways in Cardiology;HS
Critical Perspectives on Accounting;SSH
Critical Perspectives on International Business;SSH
Critical Perspectives on International Public Sector Management;SSH
Critical Philosophy of Race;SSH
Critical Policy Studies;SSH
Critical Public Health;HS
Critical Quarterly;SSH
Critical Research on Religion;SSH
Critical Review;SSH
Critical Review of International Social and Political Philosophy (CRISPP);SSH
Critical Reviews in Analytical Chemistry;PS
Critical Reviews in Biochemistry and Molecular Biology;LS
Critical Reviews in Biocompatibility;LS
Critical Reviews in Biomedical Engineering;PS
Critical Reviews in Biotechnology;LS & HS
Critical Reviews in Clinical Laboratory Sciences;LS & HS
Critical Reviews in Computed Tomography;HS
Critical Reviews in Diagnostic Imaging;HS
Critical Reviews in Environmental Control;PS
Critical Reviews in Environmental Science and Technology;PS
Critical Reviews in Eukaryotic Gene Expression;LS
Critical Reviews in Food Science and Nutrition;LS, PS & HS
Critical Reviews in Immunology;LS & HS
Critical Reviews in Microbiology;LS & HS
Critical Reviews in Neurobiology;LS & HS
Critical Reviews in Oncogenesis;LS
Critical Reviews in Oncology/Hematology;HS
Critical Reviews in Oral Biology and Medicine;HS
Critical Reviews in Physical and Rehabilitation Medicine;HS
Critical Reviews in Plant Sciences;LS
Critical Reviews in Solid State and Materials Sciences;PS
Critical Reviews in Therapeutic Drug Carrier Systems;HS
Critical Reviews in Toxicology;LS
Critical Social Policy;SSH
Critical Sociology;SSH
Critical Stages;SSH
Critical Studies;SSH
Critical Studies in Education;SSH
Critical Studies in Fashion and Beauty;SSH
Critical Studies in German Idealism;SSH
Critical studies in mass communication;SSH
Critical Studies in Media Communication;SSH
Critical Studies in Men's Fashion;SSH
Critical Studies in Teaching and Learning;SSH
Critical Studies in Television;SSH
Critical Studies of the Asia-Pacific;SSH
Critical Studies on Corporate Responsibility, Governance and Sustainability;SSH
Critical Studies on Security;SSH
Critical Studies on Terrorism;SSH
Critical Survey;SSH
Critical Ultrasound Journal;HS
Critica-Revista Hispanoamericana de Filosofia;SSH
Criticism;SSH
Criticon;SSH
Critique;SSH
Critique - Studies in Contemporary Fiction;SSH
Critique (France);SSH
Critique Internationale;SSH
Critique of Anthropology;SSH
Crkva u Svijetu;SSH
CRNA: Clinical Forum for Nurse Anesthetists;HS
Croatian and Comparative Public Administration;SSH
Croatian Economic Survey;SSH
Croatian International Relations Review;SSH
Croatian Journal of Education;SSH
Croatian Journal of Forest Engineering;LS
Croatian Journal of Gastroenterology and Hepatology;HS
Croatian Journal of Philosophy;SSH
Croatian Medical Journal;HS
Croatian Operational Research Review;SSH & PS
Croatian Yearbook of European Law and Policy;SSH
Croatica Chemica Acta;PS
Croatica Christiana Periodica;SSH
Crohn's and Colitis 360;HS
Cromohs;SSH
Cronache dell'IDI;HS
Cronache Ercolanesi;SSH
Crop and Pasture Science;LS
Crop Breeding and Applied Biotechnology;LS
Crop Journal;LS
Crop Protection;LS
Crop Science;LS
Crop, Forage and Turfgrass Management;LS
Cross Cultural and Strategic Management;SSH
Cross Cultural Management;SSH
Cross-Cultural Research;SSH
Cross-Currents;SSH
Crossings;SSH
Cross-reference;HS
Cross-reference on human resources management;HS
Crossroads;SSH
CrossTalk;PS
Cruise Report of the Southampton Oceanography Centre;PS
Crusades;SSH
Crustaceana;LS
Crustaceana Monographs;LS
Cryobiology;LS & HS
Cryogenics;PS
Cryo-Letters;HS
Cryosphere;PS
Cryosphere Discussions;PS
Cryptogamie, Algologie;LS
Cryptogamie, Bryologie;LS
Cryptogamie, Bryologie, Lichenologie;LS
Cryptogamie, Mycologie;LS
Cryptography;PS
Cryptography and Communications;PS
Cryptologia;PS
Cryptology and Information Security Series;PS
Crystal Engineering;PS
Crystal Growth & Design;PS
Crystal Research and Technology;PS
Crystallography Reports;PS
Crystallography Reviews;LS & PS
Crystals;PS
CrystEngComm;PS
CSEE Journal of Power and Energy Systems;PS
CSELT Rapporti Tecnici (Centro Studi e Laboratori Telecomunicazioni);PS
CSIRO Textile News;LS, SSH & PS
CSIRO Water Resources Series;PS
CT: Journal of Computed Tomography;PS & HS
CTBUH Journal;SSH & PS
CTyF - Ciencia, Tecnologia y Futuro;PS
Cuadernos de Administracion;SSH
Cuadernos de Arte de la Universidad de Granada;SSH
Cuadernos de Artroscopia;HS
Cuadernos de bioética : revista oficial de la Asociación Española de Bioética y Ética Médica;HS
Cuadernos de Derecho Transnacional;SSH
Cuadernos de Desarrollo Rural;LS & SSH
Cuadernos de Economia - Latin American Journal of Economics;SSH
Cuadernos de Economia (Colombia);SSH
Cuadernos de Economia (Spain);SSH
Cuadernos de Estudios Gallegos;SSH
Cuadernos de Filologia Clasica;SSH
Cuadernos de Geografia: Revista Colombiana de Geografia;SSH & PS
Cuadernos de Gestion;SSH
Cuadernos de historia (Santiago, Chile);SSH
Cuadernos de Ilustracion y Romanticismo;SSH
Cuadernos de Investigacion Geografica;SSH & PS
Cuadernos de investigacion historica;SSH
Cuadernos de Literatura;SSH
Cuadernos de Medicina Forense;HS
Cuadernos de Medicina Reproductiva;HS
Cuadernos de Musica Iberoamericana;SSH
Cuadernos de Musica, Artes Visuales y Artes Escenicas;SSH
Cuadernos de Prehistoria y Arqueologia de la Universidad Autonoma de Madrid;SSH
Cuadernos de Prehistoria y Arqueologia de la Universidad de Granada;SSH
Cuadernos de Psicologia del Deporte;SSH
Cuadernos de Relaciones Laborales;SSH
Cuadernos de Turismo;SSH & PS
Cuadernos de Vivienda y Urbanismo;SSH
Cuadernos del Cendes;SSH
Cuadernos Dieciochistas;SSH
Cuadernos Electronicos de Filosofia del Derecho;SSH
Cuadernos Europeos de Deusto;SSH
Cuadernos Geograficos;SSH & PS
Cuadernos Hispanoamericanos;SSH
Cuadernos LIRICO;SSH
Cuadernos Medievales;SSH
Cuadernos Salmantinos de Filosofia;SSH
Cuadernos valencianos de historia de la medicina y de la ciencia;HS
Cuadernos.info;SSH
Cuaternario y Geomorfologia;SSH & PS
Cuban Journal of Agricultural Science;LS
Cuban Studies;HS
Cubo;PS
Cuestiones Constitucionales;SSH
Cuestiones de Fisioterapia;HS
Cultura;SSH
Cultura de los Cuidados;SSH & HS
Cultura Neolatina;SSH
Cultura y Educacion;SSH
Cultura, Ciencia y Deporte;SSH & HS
Cultura, Lenguaje y Representacion;SSH
Cultura. International Journal of Philosophy of Culture and Axiology;SSH
Cultural and Social History;SSH
Cultural Anthropology;SSH
Cultural Critique;SSH
Cultural Diversity and Ethnic Minority Psychology;SSH
Cultural Diversity and Mental Health;HS
Cultural Dynamics;SSH
Cultural Geographies;SSH & PS
Cultural History;SSH
Cultural Management: Science and Education;SSH
Cultural Politics;SSH
Cultural Psychology of Education;SSH
Cultural Sociology;SSH
Cultural Studies;SSH
Cultural Studies - Critical Methodologies;SSH
Cultural Studies and Transdisciplinarity in Education;SSH
Cultural Studies of Science Education;SSH
Cultural Studies Review;SSH
Cultural Trends;SSH
Cultural-Historical Psychology;SSH
Culture & Agriculture;PS
Culture and History Digital Journal;SSH
Culture and History of the Ancient Near East;SSH
Culture and Language Use;SSH
Culture and Organization;SSH
Culture and Psychology;SSH
Culture and Religion;SSH
Culture et Musees;SSH
Culture Unbound;SSH
Culture, Agriculture, Food and Environment;LS & SSH
Culture, Health and Sexuality;SSH & HS
Culture, Medicine and Psychiatry;SSH & HS
Culture, Theory and Critique;SSH
Cultures et Conflits;SSH
Cumberland law review;HS
Cumberland-Samford law review;HS
Cumhuriyet Dental Journal;HS
Cumhuriyet Ilahiyat Dergisi;SSH
Cuneiform Monographs;SSH
Cuore;HS
Cuore e circolazione;HS
Curationis;HS
Curator;SSH
Current;SSH
Current Addiction Reports;SSH & HS
Current aging science;LS & HS
Current Allergy and Asthma Reports;LS & HS
Current Allergy and Clinical Immunology;HS
Current allergy reports;HS
Current Alzheimer Research;LS & HS
Current Anaesthesia and Critical Care;HS
Current Analytical Chemistry;PS
Current Anesthesiology Reports;HS
Current Angiogenesis;LS & HS
Current Anthropology;SSH
Current Applied Physics;PS
Current Applied Science and Technology;LS & PS
Current Atherosclerosis Reports;HS
Current Behavioral Neuroscience Reports;LS & HS
Current Bioactive Compounds;LS
Current Bioinformatics;LS & PS
Current Biology;LS
Current Biomarker Findings;LS & HS
Current Biomarkers;LS
Current Biotechnology;LS & PS
Current Bladder Dysfunction Reports;LS
Current Breast Cancer Reports;HS
Current Cancer Drug Targets;LS & HS
Current Cancer Research;LS & HS
Current Cancer Research;LS & HS
Current Cancer Therapy Reviews;LS & HS
Current Cardiology Reports;HS
Current Cardiology Reviews;HS
Current Cardiovascular Imaging Reports;LS & HS
Current Cardiovascular Risk Reports;LS & HS
Current Chemical Biology;LS & HS
Current Chemical Genomics;LS
Current Chemical Genomics and Translational Medicine;LS
Current Chemistry Letters;PS
Current Climate Change Reports;PS
Current Clinical Microbiology Reports;HS
Current Clinical Neurology;HS
Current Clinical Pharmacology;LS & HS
Current Clinical Topics in Infectious Diseases;HS
Current Colorectal Cancer Reports;HS
Current Computer-Aided Drug Design;LS & HS
Current Controlled Trials in Cardiovascular Medicine;HS
Current Dermatology Reports;HS
Current Developmental Disorders Reports;LS, SSH & HS
Current Developments in Nutrition;LS & HS
Current Diabetes Reports;HS
Current Diabetes Reviews;LS & HS
Current Diagnostic Pathology;HS
Current directions in autoimmunity;LS & HS
Current Directions in Biomedical Engineering;PS
Current Directions in Psychological Science;SSH
Current Drug Abuse Reviews;HS
Current Drug Delivery;LS
Current Drug Discovery;LS
Current Drug Discovery Technologies;LS
Current Drug Metabolism;LS
Current Drug Research Reviews;HS
Current Drug Safety;LS & HS
Current Drug Targets;LS
Current Drug Targets - Cardiovascular and Haematological Disorders;LS & HS
Current Drug Targets - Infectious Disorders;LS & HS
